,Sourcils_Arqués,Chauve,Gros_Nez,Cheveux_Noirs,Cheveux_Blonds,Flou,Cheveux_Bruns,Sourcils_Fournis,Lunettes,Cheveux_Gris,Homme,Moustache,Imberbe,Nez_Pointu,Jeune
109224.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
118957.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1
009600.jpg,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
046623.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1
195169.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
148784.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
020119.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
086804.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
124421.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1
099372.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
196538.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
146298.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
027267.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
022761.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
117674.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
194235.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
056907.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
047848.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
099076.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
116111.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
176594.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
022402.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
041306.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
034868.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
095430.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
024535.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
200506.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
100666.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1
070955.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1
028290.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
142128.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
046843.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
045798.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
151910.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
062962.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
114486.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
066562.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
096304.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
058322.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
040239.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
068859.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
142379.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
117516.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
166239.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
172588.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
165650.jpg,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1
038520.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
035426.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
142379.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
158759.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
001645.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
137729.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
023641.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
024301.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
142919.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
103614.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1
189929.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
099679.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
145406.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
047451.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
150234.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
018758.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
033538.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1
181191.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
139565.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1
081160.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
006980.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1
093552.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
170021.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
042877.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
022147.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1
067472.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
009127.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
072956.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
200236.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
088363.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1
132504.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
123693.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
139897.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
178772.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
025977.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
158642.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1
043053.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
018868.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
018730.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1
173077.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
137939.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
183434.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
066130.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
168524.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
191762.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
012775.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
043615.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
138422.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
068725.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
032738.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
105011.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
147834.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
125449.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
168599.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
160645.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
140996.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
096982.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
017295.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
021946.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1
013214.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
116913.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
137124.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
090209.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
063420.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
156623.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
063690.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1
192148.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
054824.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
003567.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
039096.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
103692.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
151333.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
014523.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
057926.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
099342.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
113611.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
069183.jpg,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
013289.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
190293.jpg,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1
085153.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
179719.jpg,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1
174338.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
086137.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
045629.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
113853.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
177713.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
073209.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
082138.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1
017552.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
185233.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
081882.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
104016.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
047768.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
109337.jpg,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1
013129.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
019736.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
107922.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
125361.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1
122733.jpg,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
146536.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1
099572.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1
038602.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1
126038.jpg,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
165285.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1
010197.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
123351.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
074662.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
170910.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
081625.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
044007.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
007241.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
092565.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
056980.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
086380.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
037184.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
070773.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
016084.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
082982.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
160413.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
150426.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
095100.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
053803.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
125277.jpg,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
160654.jpg,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
161728.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
076170.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
015301.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
183485.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
154003.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
022587.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
131401.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
196567.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
149231.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
015668.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
053171.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
168534.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
083159.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
020803.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
145737.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
071367.jpg,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1
170067.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
029530.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
012392.jpg,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1
134559.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
128201.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
055626.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
100528.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
110608.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
027284.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
083085.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
148185.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
112433.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
090879.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
035184.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
120938.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
099135.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
148668.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
105139.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
091563.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
158133.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
131010.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
194216.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
116566.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
189551.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
091833.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
046192.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
150234.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
106436.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
159988.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
091294.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
013214.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
073709.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
082865.jpg,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1
048596.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
109471.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
105250.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
196385.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
056073.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
198044.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
174433.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
150160.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
131488.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
170844.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
144658.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
034634.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
194892.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
174646.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
145811.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1
134483.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
074172.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
046072.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
174646.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
126624.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
150482.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1
114994.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
005090.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1
123656.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1
144901.jpg,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1
100358.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
063780.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
174836.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
012061.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
030098.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1
192276.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
099001.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1
186037.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
001271.jpg,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
049080.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
137754.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
046221.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
109759.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
045681.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
141275.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
194085.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
035656.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
003508.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
085127.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
039017.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
130649.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
152850.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
039477.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
153642.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
082772.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
122506.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
084753.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
024421.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
075261.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
150860.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
032955.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
116319.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
100269.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
014165.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
126472.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1
119881.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1
181602.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
101400.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
053717.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
013252.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
155047.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
166080.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
016998.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1
092704.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
100338.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
175087.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
